collection_no,lng,lat,n_occs,early_interval,late_interval,max_ma,min_ma,cc,formation,stratgroup,member,zone,lithology1,environment,collection_size
121107,110.974998,30.945,1,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121110,111.599998,30.915001,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121113,111.599998,30.915001,1,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121114,112.599998,24.5,2,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121115,112.599998,24.5,1,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,"""siliciclastic""",marine indet.,
121116,115.209999,29.84,1,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,"""siliciclastic""",marine indet.,
121117,111.300003,30.700001,2,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121118,111.440002,30.379999,1,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121119,112.925003,25.42,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121120,112.925003,25.42,2,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121121,112.349998,24.799999,13,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,"""siliciclastic""",marine indet.,
121122,112.349998,24.799999,1,Wuchiapingian,Changhsingian,259.9,252.17,CN,,,,,not reported,marine indet.,
121128,107.550003,23.5,8,Griesbachian,,252.17,251.3,CN,Majiaoling,,,Hindeodus parvus,"""limestone""",carbonate indet.,
121129,107.550003,23.5,13,Griesbachian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121130,107.550003,23.5,13,Griesbachian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121131,107.550003,23.5,1,Griesbachian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121132,107.550003,23.5,1,Griesbachian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121133,107.550003,23.5,4,Griesbachian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121134,107.550003,23.5,5,Griesbachian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121135,107.550003,23.5,10,Dienerian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121136,107.550003,23.5,1,Dienerian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121137,107.550003,23.5,5,Dienerian,,252.17,251.3,CN,Majiaoling,,,,"""limestone""",carbonate indet.,
121138,107.550003,23.5,9,Smithian,,251.3,247.2,CN,Beisi,,,,"""limestone""",carbonate indet.,
121139,107.550003,23.5,3,Smithian,,251.3,247.2,CN,Beisi,,,,"""limestone""",carbonate indet.,
121141,107.699997,22.42,4,Induan,,252.17,251.2,CN,Majiaoling,,,,not reported,marine indet.,
121142,107.019997,23.469999,2,Induan,,252.17,251.2,CN,Majiaoling,,,,not reported,marine indet.,
121157,79,31.799999,7,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121158,79,31.799999,2,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121159,79,31.799999,3,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121160,79,31.799999,1,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121161,79,31.799999,4,Wuchiapingian,,259.9,254.17,CN,Mayang,,,,"""siliciclastic""",marine indet.,
121162,79,31.799999,6,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121163,79,31.799999,1,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121164,79,31.799999,3,Wuchiapingian,,259.9,254.17,CN,Mangzongrong,,,,"""siliciclastic""",marine indet.,
121179,105.445,26.940001,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121202,117.737,25.725,6,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121203,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121204,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121205,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121206,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121207,117.737,25.725,3,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121208,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121209,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121210,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121211,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121212,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121213,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121214,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121215,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121216,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121217,117.737,25.725,1,Griesbachian,,252.17,251.3,CN,Xikou,,,,"""limestone""",carbonate indet.,
121218,117.737,25.725,2,Griesbachian,,252.17,251.3,CN,Xikou,,,,"""limestone""",carbonate indet.,
121219,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121220,117.737,25.725,1,Griesbachian,,252.17,251.3,CN,Xikou,,,,"""limestone""",carbonate indet.,
121221,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121222,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121223,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121224,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121225,117.737,25.725,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121226,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121227,117.737,25.725,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121228,117.737,25.725,24,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121229,117.737,25.725,19,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121230,117.737,25.725,29,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121284,109.400002,37.080002,1,Late Triassic,,237,201.3,CN,,,,,not reported,fluvial-lacustrine indet.,
121288,117.737,25.725,21,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121289,117.737,25.725,19,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121290,117.737,25.725,23,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121291,117.737,25.725,31,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121292,117.737,25.725,34,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121293,117.737,25.725,17,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121294,117.737,25.725,3,Griesbachian,,252.17,251.3,CN,Xikou,,,,"""limestone""",carbonate indet.,
121296,105.379997,26.775,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121310,-117.349998,45.383331,1,Norian,,228,208.5,US,Hurwal,,,,"""limestone""",deep subtidal indet.,
121312,105.455002,25.889999,3,Ladinian,,242,237,CN,Zhuganpo,,,,"""limestone""",carbonate indet.,
121313,105.455002,25.889999,3,Tuvalian,,232,221.5,CN,Zhuganpo,,,,"""limestone""",carbonate indet.,
121314,105.495003,25.9,3,Pelsonian-Pelsonian-Illyrian,,247.2,242,CN,Yangliujing,,,Nicoraella kockeli,"""limestone""",carbonate indet.,
121315,105.495003,25.9,2,Pelsonian-Pelsonian-Illyrian,,247.2,242,CN,Yangliujing,,,Nicoraella kockeli,"""limestone""",carbonate indet.,
121316,105.455002,25.889999,4,Carnian,,237,228,CN,Zhuganpo,,,,"""limestone""",carbonate indet.,
121317,105.455002,25.889999,1,Carnian,,237,228,CN,Zhuganpo,,,,"""limestone""",carbonate indet.,
121318,105.455002,25.889999,2,Carnian,,237,228,CN,Zhuganpo,,,,"""limestone""",carbonate indet.,
121319,105.455002,25.889999,1,Carnian,,237,228,CN,Zhuganpo,,,,"""limestone""",carbonate indet.,
121324,105.300003,26.1,5,Griesbachian,,252.17,251.3,CN,Feixianguan,,,,not reported,marine indet.,
121325,105.25,27.299999,4,Griesbachian,,252.17,251.3,CN,Yelang,,,,not reported,marine indet.,
121326,-108.652,42.652,4,Griesbachian,,252.17,251.3,US,Dinwoody,,,Hindeodus parvus,packstone,shallow subtidal indet.,
121327,-108.875,42.799999,1,Wuchiapingian,,259.9,254.17,US,Park City,,Franson,,"""limestone""",shallow subtidal indet.,
121403,117.419998,25.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121404,117.419998,25.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121405,117.419998,25.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121406,117.419998,25.299999,4,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121407,117.419998,25.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121408,117.419998,25.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121409,107.915001,32.985001,3,Changhsingian,,254.17,252.17,CN,Tiefoshan,,,,"""shale""",marine indet.,
121410,107.915001,32.985001,7,Changhsingian,,254.17,252.17,CN,Tiefoshan,,,,marl,marine indet.,
121411,106.214996,26.665001,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121412,106.214996,26.665001,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,mudstone,deep-water indet.,
121413,117.845001,31.639999,9,Changhsingian,,254.17,252.17,CN,Caoxian,,,,mudstone,deep-water indet.,
121414,105.860001,32.619999,2,Wuchiapingian,,259.9,254.17,CN,Wujiaping,,,,"""limestone""",carbonate indet.,
121415,105.860001,32.619999,7,Wuchiapingian,,259.9,254.17,CN,Wujiaping,,,,"""limestone""",carbonate indet.,
121416,105.860001,32.619999,15,Changhsingian,,254.17,252.17,CN,Tiefoshan,,Mingyuexian,,"""limestone""",deep-water indet.,
121417,105.860001,32.619999,6,Wuchiapingian,,259.9,254.17,CN,Wujiaping,,,,"""limestone""",carbonate indet.,
121418,105.860001,32.619999,3,Wuchiapingian,,259.9,254.17,CN,Wujiaping,,,,"""limestone""",carbonate indet.,
121419,105.860001,32.619999,3,Wuchiapingian,,259.9,254.17,CN,Wujiaping,,,,"""limestone""",carbonate indet.,
121420,106.919998,28.959999,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121421,106.919998,28.959999,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121422,106.919998,28.959999,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121423,106.919998,28.959999,2,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121424,107.714996,22.370001,3,Changhsingian,,254.17,252.17,CN,Heshan,,,,marl,carbonate indet.,
121425,105.800003,32.5,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121426,105.800003,32.5,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121427,117.169998,25.264999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121428,117.169998,25.264999,9,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121429,117.169998,25.264999,10,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121430,116.900002,30.629999,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121431,116.900002,30.629999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121432,116.900002,30.629999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",marine indet.,
121538,106.675003,26.549999,9,Wuchiapingian,,259.9,254.17,CN,,,,,mudstone,marine indet.,
121539,44.900002,39.950001,1,Wuchiapingian,,259.9,254.17,AM,Julfa,,,Araxoceras,"""limestone""",carbonate indet.,
121541,132,43.25,1,Wuchiapingian,,259.9,254.17,RU,Lyudyanza,,,,mudstone,marine indet.,
121552,159.5,62.75,1,Changhsingian,,254.17,252.17,RU,Khivach,,,,"""limestone""",carbonate indet.,
121553,159.360001,62.779999,1,Changhsingian,,254.17,252.17,RU,Khivach,,,,sandstone,marine indet.,
121577,159.5,62.75,1,Changhsingian,,254.17,252.17,RU,Khivach,,,,"""limestone""",marine indet.,
121578,106.916664,30.333332,1,Changhsingian,,254.17,252.17,CN,Zhuanchangwan,,,,"""limestone""",carbonate indet.,
121582,85.230003,28.725,1,Wuchiapingian,,259.9,254.17,CN,,Selong,,,"""siliciclastic""",marine indet.,
121583,85.230003,28.725,2,Wuchiapingian,,259.9,254.17,CN,,Selong,,,"""siliciclastic""",marine indet.,
121584,85.800003,28.65,11,Wuchiapingian,,259.9,254.17,CN,,Selong,,,"""siliciclastic""",marine indet.,
121585,87.5,28.5,1,Wuchiapingian,,259.9,254.17,CN,,Selong,,,"""siliciclastic""",marine indet.,
121586,86.169998,28.465,1,Wuchiapingian,,259.9,254.17,CN,Selong,,,,not reported,marine indet.,
121587,86.169998,28.465,3,Wuchiapingian,,259.9,254.17,CN,Selong,,,,not reported,marine indet.,
121588,86.169998,28.465,2,Wuchiapingian,,259.9,254.17,CN,Selong,,,,not reported,marine indet.,
121589,86.169998,28.465,5,Changhsingian,,254.17,252.17,CN,,Selong,,,not reported,marine indet.,
121590,86.845001,28.315001,3,Wuchiapingian,,259.9,254.17,CN,Qubuerga,,,,not reported,marine indet.,
121591,86.845001,28.315001,2,Wuchiapingian,,259.9,254.17,CN,Qubuerga,,,,not reported,marine indet.,
121592,85.823997,28.664,2,Changhsingian,,254.17,252.17,CN,,Selong,,,not reported,marine indet.,
121593,85.823997,28.664,2,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121594,85.823997,28.664,2,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121595,85.823997,28.664,7,Changhsingian,,254.17,252.17,CN,,Selong,,,not reported,marine indet.,
121596,87,28.5,2,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121597,87,28.5,8,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121598,87,28.5,1,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121599,86.150002,28.450001,2,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121600,85.309998,28.76,3,Wuchiapingian,,259.9,254.17,CN,,Selong,,,not reported,marine indet.,
121613,115.75,28.200001,4,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121614,114.699997,27.4,3,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121615,119.555,30.985001,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121616,110.699997,31.055,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121617,115.5,29.879999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121618,107.25,26.549999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121619,110.699997,31.055,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121620,106.5,31.9,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121621,107.525002,26.25,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121622,105.934998,26.1,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121623,114.050003,28.1,1,Wuchiapingian,,259.9,254.17,CN,Loping,,,,"""siliciclastic""",marine indet.,
121624,106.650002,26.1,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121625,106.57,25.91,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121626,120.25,32.049999,1,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,"""siliciclastic""",marine indet.,
121627,103.900002,33.200001,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121628,112.900002,26.25,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121629,108.970001,23.629999,10,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121630,115.349998,28.4,12,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121631,108.400002,24.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121632,105.199997,25.43,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121633,108.889999,23.848,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121634,108.889999,23.848,5,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121635,112.900002,27.700001,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121636,119.099998,32.150002,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121637,114.452003,27.914,3,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""shale""",marine indet.,
121638,115.75,28.200001,1,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121639,118.809998,32.110001,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121640,105.415001,32.272999,1,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121641,105.415001,32.272999,2,Changhsingian,,254.17,252.17,CN,Dalong,,Chaotian,,"""siliciclastic""",deep-water indet.,
121642,105.415001,32.272999,4,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121643,108.885002,23.77,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121644,114.699997,27.4,1,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121645,119.707001,31.08,2,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,"""siliciclastic""",marine indet.,
121646,119.707001,31.08,14,Changhsingian,,254.17,252.17,CN,Changxing,,Baoqing,,"""limestone""",carbonate indet.,
121648,119.707001,31.08,5,Changhsingian,,254.17,252.17,CN,Changxing,,Baoqing,,"""limestone""",carbonate indet.,
121649,119.707001,31.08,9,Changhsingian,,254.17,252.17,CN,Changxing,,Meishan,,"""limestone""",carbonate indet.,
121650,116.165001,24.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121651,105.860001,32.619999,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121652,105.860001,32.619999,5,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121653,108.970001,23.629999,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121654,106.669998,26.33,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121655,115.300003,24.200001,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121656,109.5,24.33,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121657,105.5,25.9,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121658,109.809998,23.32,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121659,105.904999,26.139999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121660,106.5,31.9,1,Changhsingian,,254.17,252.17,CN,Dalong,,Chaotian,,"""siliciclastic""",deep-water indet.,
121661,106.5,31.9,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121662,106.5,31.9,1,Changhsingian,,254.17,252.17,CN,Dalong,,Mingyuexia,,"""siliciclastic""",deep-water indet.,
121663,114.5,27.950001,1,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121664,105.902,26.075001,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121665,119.555,30.985001,7,Changhsingian,,254.17,252.17,CN,Changxing,,,,"""limestone""",carbonate indet.,
121666,106.230003,32.200001,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121667,114.599998,27.4,3,Wuchiapingian,,259.9,254.17,CN,Loping,,Laoshan,,"""siliciclastic""",marine indet.,
121668,107.900002,22.6,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
121669,106.5,31.9,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,"""siliciclastic""",deep-water indet.,
